Content ID,Title,Year,Age,IMDb,Rotten Tomatoes,Hidden Gem,Awards Received,Awards Nominated,Directors,Platform,Type
NM288,The Dig,2021,13+,71,75,37,0,0,Simon Stone,Netflix,Movie
NM289,Legally Blonde,2001,13+,63,75,35,0,0,Robert Luketic,Netflix,Movie
NM290,Legend,2015,18+,69,75,31,6,10,Brian Helgeland,Netflix,Movie
NM291,Notes On Blindness,2016,all,71,75,80,4,15,Peter Middleton,Netflix,Movie
NM292,When We First Met,2018,16+,64,75,24,0,0,Ari Sandel,Netflix,Movie
NM293,Best Worst Thing That Ever Could Have Happened...,2016,all,75,75,89,0,0,Lonny Price,Netflix,Movie
NM294,Imperial Dreams,2014,all,67,75,67,10,6,Malik Vitthal,Netflix,Movie
NM295,Black Mirror: Bandersnatch,2018,18+,71,75,36,5,9,David Slade,Netflix,Movie
NM296,Queen,2013,13+,82,75,43,22,18,Vikas Bahl,Netflix,Movie
NM297,Joshua: Teenager Vs. Superpower,2017,16+,71,75,83,1,3,Joe Piscatella,Netflix,Movie
NM298,Air Force One,1997,18+,65,75,35,0,0,Wolfgang Petersen,Netflix,Movie
NM299,Shot Caller,2017,18+,73,75,33,0,1,Ric Roman Waugh,Netflix,Movie
NM300,What Dreams May Come,1998,13+,70,75,28,7,2,Vincent Ward,Netflix,Movie
NM301,Angel Has Fallen,2019,18+,64,75,25,0,1,Ric Roman Waugh,Netflix,Movie
NM302,Crimson Peak,2015,18+,65,75,34,6,42,Guillermo del Toro,Netflix,Movie
NM303,Lemony Snicket'S A Series Of Unfortunate Events,2004,7+,68,75,34,10,28,Brad Silberling,Netflix,Movie
NM304,The Red Sea Diving Resort,2019,18+,66,75,24,0,0,Gideon Raff,Netflix,Movie
NM305,The Angel,2018,18+,66,75,35,1,0,Ariel Vromen,Netflix,Movie
NM306,Army Of The Dead,2021,18+,58,75,33,0,0,Zack Snyder,Netflix,Movie
NM307,Madagascar 3: Europe'S Most Wanted,2012,7+,68,75,34,3,20,Eric Darnell,Netflix,Movie
NM308,Icarus,2017,18+,79,75,40,8,13,Bryan Fogel,Netflix,Movie
NM309,Collateral Beauty,2016,13+,68,75,17,1,6,David Frankel,Netflix,Movie
NM310,The Danish Girl,2015,18+,71,75,34,32,76,Tom Hooper,Netflix,Movie
NM311,Green Zone,2010,18+,68,75,31,0,6,Paul Greengrass,Netflix,Movie
NM312,John Mulaney: New In Town,2012,18+,83,75,68,0,0,Ryan Polito,Netflix,Movie
NM313,Strong Island,2017,all,64,75,74,13,12,Yance Ford,Netflix,Movie
NM314,The White Tiger,2021,18+,71,75,37,0,2,Ramin Bahrani,Netflix,Movie
NM315,Defiance,2008,18+,72,75,31,2,5,,Netflix,Movie
NM316,A Fortunate Man,2018,16+,72,75,62,5,13,Bille August,Netflix,Movie
NM317,The Death Of Stalin,2017,18+,72,75,42,18,38,Armando Iannucci,Netflix,Movie
NM318,2012,2009,13+,58,75,24,5,21,Roland Emmerich,Netflix,Movie
NM319,Underworld: Awakening,2012,18+,63,74,21,1,0,Måns Mårlind,Netflix,Movie
NM320,Philomena,2013,13+,76,74,41,33,85,Stephen Frears,Netflix,Movie
NM321,Sanju,2018,18+,77,74,29,13,24,Rajkumar Hirani,Netflix,Movie
NM322,Nappily Ever After,2018,18+,64,74,42,1,5,Haifaa Al-Mansour,Netflix,Movie
NM323,I Care A Lot,2021,18+,63,74,82,0,0,J Blakeson,Netflix,Movie
NM324,The Butler,2013,13+,72,74,35,17,53,Lee Daniels,Netflix,Movie
NM325,Qarib Qarib Singlle,2017,all,71,74,55,0,0,Tanuja Chandra,Netflix,Movie
NM326,A Single Man,2009,18+,75,74,40,39,58,Tom Ford,Netflix,Movie
NM327,Home,2015,7+,66,74,35,0,0,Tim Johnson,Netflix,Movie
NM328,Zack And Miri Make A Porno,2008,18+,65,74,31,2,4,Kevin Smith,Netflix,Movie
NM329,Seeing Allred,2018,16+,70,74,84,0,3,Roberta Grossman,Netflix,Movie
NM330,Dostana,2008,13+,65,74,38,3,10,Tarun Mansukhani,Netflix,Movie
NM331,Remember Me,2010,13+,71,74,36,0,0,Lee Unkrich,Netflix,Movie
NM332,Underworld: Rise Of The Lycans,2009,18+,66,74,23,0,0,Patrick Tatopoulos,Netflix,Movie
NM333,The Lovely Bones,2009,13+,67,74,24,10,46,Peter Jackson,Netflix,Movie
NM334,Madagascar: Escape 2 Africa,2008,7+,66,74,32,4,11,Eric Darnell,Netflix,Movie
NM335,No Strings Attached,2011,18+,62,74,27,2,6,Ivan Reitman,Netflix,Movie
NM336,Heroin(E),2017,all,68,74,73,1,3,Elaine McMillion Sheldon,Netflix,Movie
NM337,A Ghost Story,2017,18+,69,74,41,12,20,David Lowery,Netflix,Movie
NM338,Safety Not Guaranteed,2012,18+,70,74,39,8,18,Colin Trevorrow,Netflix,Movie
NM339,Game Over,2019,13+,71,74,36,0,0,Todd Holland,Netflix,Movie
NM340,Peppermint,2018,18+,65,74,18,0,4,Pierre Morel,Netflix,Movie
NM341,Have A Good Trip: Adventures In Psychedelics,2020,18+,68,74,47,0,0,Donick Cary,Netflix,Movie
NM342,Beasts Of No Nation,2015,18+,77,74,41,33,54,Cary Joji Fukunaga,Netflix,Movie
NM343,Extinction,2018,18+,58,74,33,0,0,Ben Young,Netflix,Movie
NM344,Nobody Knows I'M Here,2020,18+,65,74,35,0,0,Gaspar Antillo,Netflix,Movie
NM345,Arq,2016,18+,64,74,27,1,3,Tony Elliott,Netflix,Movie
NM346,Ali'S Wedding,2017,18+,69,74,66,8,23,Jeffrey Walker,Netflix,Movie
NM347,Bo Burnham: Make Happy,2016,18+,84,74,52,0,0,Bo Burnham,Netflix,Movie
NM348,Mank,2020,18+,69,74,38,27,167,David Fincher,Netflix,Movie
NM349,"Extremely Wicked, Shockingly Evil And Vile",2019,18+,67,74,29,5,5,Joe Berlinger,Netflix,Movie
NM350,Due Date,2010,18+,65,74,26,0,7,Todd Phillips,Netflix,Movie
NM351,Between Two Ferns: The Movie,2019,18+,61,74,32,1,2,Scott Aukerman,Netflix,Movie
NM352,Ip Man 2,2010,18+,75,74,35,6,10,Wilson Yip,Netflix,Movie
NM353,Mirage,2018,18+,74,74,37,0,2,Oriol Paulo,Netflix,Movie
NM354,Puss In Boots,2011,7+,66,74,36,9,43,Chris Miller,Netflix,Movie
NM355,Austin Powers In Goldmember,2002,13+,62,74,29,5,22,Jay Roach,Netflix,Movie
NM356,The Kissing Booth,2018,16+,60,73,19,1,2,Vince Marcello,Netflix,Movie
NM357,Hush,2016,18+,66,73,35,0,0,Mike Flanagan,Netflix,Movie
NM358,Lost Bullet,2020,18+,62,73,49,0,0,Guillaume Pierret,Netflix,Movie
NM359,Dil Chahta Hai,2001,all,81,73,44,27,37,Farhan Akhtar,Netflix,Movie
NM360,Election,1999,18+,72,73,36,0,0,Alexander Payne,Netflix,Movie
NM361,Soni,2019,18+,71,73,36,0,0,Nicolas Cage,Netflix,Movie
NM362,BČhubali: The Beginning,2015,13+,80,73,42,35,16,S.S. Rajamouli,Netflix,Movie
NM363,Killing Them Softly,2012,18+,62,73,33,3,9,Andrew Dominik,Netflix,Movie
NM364,Swordfish,2001,18+,65,73,20,5,10,Dominic Sena,Netflix,Movie
NM365,Wish Dragon,2021,7+,72,73,36,0,0,Chris Appelhans,Netflix,Movie
NM366,Raees,2017,18+,68,73,34,4,15,Rahul Dholakia,Netflix,Movie
NM367,Let It Snow,2019,13+,58,73,32,0,1,Luke Snellin,Netflix,Movie
NM368,The Babysitter: Killer Queen,2020,all,58,73,20,0,0,McG,Netflix,Movie
NM369,Hardcore Henry,2015,18+,67,73,30,1,1,Ilya Naishuller,Netflix,Movie
NM370,Tig Notaro: Happy To Be Here,2018,16+,67,73,86,0,0,Tig Notaro,Netflix,Movie
NM371,Spelling The Dream,2020,all,69,73,80,1,1,Sam Rega,Netflix,Movie
NM372,Knock Down The House,2019,7+,71,73,42,6,11,Rachel Lears,Netflix,Movie
NM373,Resident Evil: Extinction,2007,18+,62,73,34,0,0,Russell Mulcahy,Netflix,Movie
NM374,Polar,2019,18+,63,73,17,0,1,Jonas Åkerlund,Netflix,Movie
NM375,Saving Capitalism,2017,7+,68,73,79,0,1,Jacob Kornbluth,Netflix,Movie
NM376,The Untold Tales Of Armistead Maupin,2017,all,73,73,89,5,2,Jennifer M. Kroot,Netflix,Movie
NM377,The Mitchells Vs. The Machines,2021,7+,77,73,38,0,0,,Netflix,Movie
NM378,Spenser Confidential,2020,18+,62,73,28,0,2,Peter Berg,Netflix,Movie
NM379,Psychokinesis,2018,all,59,73,61,0,1,Sang-ho Yeon,Netflix,Movie
NM380,Monsters Vs Aliens,2009,7+,64,73,34,0,0,,Netflix,Movie
NM381,Twilight,2008,13+,52,73,26,29,15,Catherine Hardwicke,Netflix,Movie
NM382,Self/Less,2015,13+,65,73,35,0,0,Tarsem Singh,Netflix,Movie
NM383,The Highwaymen,2019,18+,69,73,31,0,2,John Lee Hancock,Netflix,Movie
NM384,Paranorman,2012,7+,70,73,39,19,46,Chris Butler,Netflix,Movie
NM385,Holidate,2020,all,61,73,84,0,0,John Whitesell,Netflix,Movie
NM386,Fear Street Part Two: 1978,2021,18+,68,73,35,0,0,Leigh Janiak,Netflix,Movie
NM387,Pee-Wee'S Big Holiday,2016,7+,61,73,45,0,0,John Lee,Netflix,Movie
NM388,Gunpowder Milkshake,2021,18+,60,73,33,0,0,Navot Papushado,Netflix,Movie
NM389,"Michael Bolton'S Big, Sexy Valentine'S Day Special",2017,18+,67,73,35,0,0,Scott Aukerman,Netflix,Movie
NM390,I Am Not Your Negro,2017,18+,79,73,45,31,50,Raoul Peck,Netflix,Movie
NM391,Midnight Special,2016,13+,66,73,38,3,14,Jeff Nichols,Netflix,Movie
NM392,Layla M.,2016,all,67,73,84,6,8,Mijke de Jong,Netflix,Movie
NM393,Homefront,2013,18+,65,73,25,0,1,Gary Fleder,Netflix,Movie
NM394,The Squid And The Whale,2005,18+,73,73,41,23,49,Noah Baumbach,Netflix,Movie
NM395,Comedian,2002,18+,69,73,52,0,2,Christian Charles,Netflix,Movie
NM396,No Escape,2015,18+,68,73,25,2,1,John Erick Dowdle,Netflix,Movie
NM397,Mercury 13,2018,all,69,73,87,0,1,David Sington,Netflix,Movie
NM398,The Professor And The Madman,2019,all,73,73,23,0,1,Farhad Safinia,Netflix,Movie
NM399,Asperger'S Are Us,2016,all,67,73,89,0,1,Alex Lehmann,Netflix,Movie
NM400,The Garden Of Words,2013,13+,75,73,39,2,2,Makoto Shinkai,Netflix,Movie
NM401,Fractured,2019,18+,64,73,25,0,0,Brad Anderson,Netflix,Movie
NM402,The Queen,2006,13+,73,73,43,0,0,Stephen Frears,Netflix,Movie
NM403,The Whole Nine Yards,2000,18+,67,72,26,0,6,Jonathan Lynn,Netflix,Movie
NM404,E-Team,2014,all,71,72,82,5,5,Katy Chevigny,Netflix,Movie
NM405,The Discovery,2017,18+,63,72,27,0,0,Charlie McDowell,Netflix,Movie
NM406,The Strangers,2008,18+,62,72,34,0,0,Bryan Bertino,Netflix,Movie
NM407,Penguins Of Madagascar,2014,7+,67,72,32,0,8,Eric Darnell,Netflix,Movie
NM408,She'S Out Of My League,2010,18+,64,72,28,0,1,Jim Field Smith,Netflix,Movie
NM409,Voyeur,2017,18+,62,72,34,0,0,Tinto Brass,Netflix,Movie
NM410,It Comes At Night,2017,18+,62,72,38,1,11,Trey Edward Shults,Netflix,Movie
NM411,The Manchurian Candidate,2004,18+,66,72,37,1,12,Jonathan Demme,Netflix,Movie
NM412,Bon Cop Bad Cop 2,2017,all,67,72,66,0,3,Alain Desrochers,Netflix,Movie
NM413,Hot Rod,2007,13+,67,72,25,1,1,Akiva Schaffer,Netflix,Movie
NM414,The Bfg,2016,7+,64,72,34,4,25,Steven Spielberg,Netflix,Movie
NM415,Sunday'S Illness,2018,13+,69,72,75,7,12,Ramón Salazar,Netflix,Movie
NM416,The Lorax,2012,7+,64,72,32,4,8,Chris Renaud,Netflix,Movie
NM417,Win It All,2017,18+,62,72,46,0,0,Joe Swanberg,Netflix,Movie
NM418,Mile 22,2018,18+,61,72,20,1,0,Peter Berg,Netflix,Movie
NM419,Tenacious D In The Pick Of Destiny,2006,18+,68,72,29,0,2,Liam Lynch,Netflix,Movie
NM420,The Sum Of All Fears,2002,13+,64,72,28,2,5,Phil Alden Robinson,Netflix,Movie
NM421,G.O.R.A.,2004,13+,80,72,38,0,0,Ömer Faruk Sorak,Netflix,Movie
NM422,The Perfect Date,2019,16+,58,72,31,3,2,Chris Nelson,Netflix,Movie
NM423,Code 8,2019,all,61,72,27,0,0,Jeff Chan,Netflix,Movie
NM424,Cowspiracy: The Sustainability Secret,2014,all,82,72,43,0,0,Kip Andersen,Netflix,Movie
NM425,Life As We Know It,2010,13+,65,72,22,0,2,Greg Berlanti,Netflix,Movie
NM426,American Assassin,2017,18+,62,72,24,0,2,Michael Cuesta,Netflix,Movie
NM427,August: Osage County,2013,18+,72,72,33,16,65,John Wells,Netflix,Movie
NM428,Kuch Kuch Hota Hai,1998,all,76,72,42,28,3,Karan Johar,Netflix,Movie
NM429,Who Am I,2014,all,75,72,37,6,6,Baran bo Odar,Netflix,Movie
NM430,Free State Of Jones,2016,18+,69,72,35,0,0,Gary Ross,Netflix,Movie
NM431,Beast Stalker,2008,all,68,72,82,10,12,Dante Lam,Netflix,Movie
NM432,Dark Skies,2013,16+,63,72,34,0,0,Anthony C. Ferrante,Netflix,Movie
NM433,Safe Haven,2013,13+,67,72,19,3,7,Lasse Hallström,Netflix,Movie
NM434,BČhubali 2: The Conclusion,2017,7+,82,72,42,27,15,S.S. Rajamouli,Netflix,Movie
NM435,Outlaw King,2018,18+,69,72,31,0,2,David Mackenzie,Netflix,Movie
NM436,Cloudy With A Chance Of Meatballs 2,2013,7+,64,72,32,0,16,Cody Cameron,Netflix,Movie
NM437,Turbo,2013,7+,64,72,31,1,13,David Soren,Netflix,Movie
NM438,G.I. Joe: The Rise Of Cobra,2009,13+,58,72,21,3,16,Stephen Sommers,Netflix,Movie
NM439,Horns,2013,18+,65,72,25,4,4,Alexandre Aja,Netflix,Movie
NM440,Drishyam,2015,18+,82,72,41,1,2,Nishikant Kamat,Netflix,Movie
NM441,Triple Frontier,2019,18+,64,72,33,0,3,J.C. Chandor,Netflix,Movie
NM442,"Hail, Caesar!",2016,13+,63,72,37,13,44,Ethan Coen,Netflix,Movie
NM443,The Ice Road,2021,13+,56,72,32,0,0,Jonathan Hensleigh,Netflix,Movie
NM444,Monster House,2006,7+,66,72,35,4,23,Gil Kenan,Netflix,Movie
NM445,Freaks,2019,18+,67,72,36,9,13,Zach Lipovsky,Netflix,Movie
NM446,Felon,2008,18+,74,72,37,0,0,Ric Roman Waugh,Netflix,Movie
NM447,Horse Girl,2020,18+,60,72,30,0,1,Jeff Baena,Netflix,Movie
NM448,A Christmas Prince,2017,7+,58,72,33,0,0,Alex Zamm,Netflix,Movie
NM449,Hillbilly Elegy,2020,18+,67,72,27,1,15,Ron Howard,Netflix,Movie
NM450,American Ultra,2015,18+,61,72,26,0,0,Nima Nourizadeh,Netflix,Movie
NM451,First Match,2018,18+,64,72,76,2,1,Olivia Newman,Netflix,Movie
NM452,The Pelican Brief,1993,13+,66,72,28,1,2,Alan J. Pakula,Netflix,Movie
NM453,The Tourist,2010,13+,60,72,19,4,4,Florian Henckel von Donnersmarck,Netflix,Movie
NM454,The Dawn Wall,2017,16+,81,72,44,6,6,Josh Lowell,Netflix,Movie
NM455,I'M Thinking Of Ending Things,2020,18+,66,71,34,0,0,Charlie Kaufman,Netflix,Movie
NM456,Shutter,2004,18+,71,71,34,1,1,Banjong Pisanthanakun,Netflix,Movie
NM457,Surf'S Up,2007,7+,67,71,35,2,18,Ash Brannon,Netflix,Movie
NM458,The Twilight Saga: Breaking Dawn - Part 2,2012,13+,55,71,26,21,15,Bill Condon,Netflix,Movie
NM459,Jagga Jasoos,2017,7+,65,71,41,11,17,Anurag Basu,Netflix,Movie
NM460,The Burial Of Kojo,2018,all,65,71,87,1,1,Blitz Bazawule,Netflix,Movie
NM461,My Best Friend'S Wedding,1997,13+,63,71,31,12,24,P.J. Hogan,Netflix,Movie
NM462,Bee Movie,2007,7+,61,71,27,1,15,Simon J. Smith,Netflix,Movie
NM463,Seoul Searching,2015,18+,70,71,78,3,0,Benson Lee,Netflix,Movie
NM464,Before I Fall,2017,13+,65,71,31,2,2,Ry Russo-Young,Netflix,Movie
NM465,The Babysitter,2017,18+,63,71,30,0,0,McG,Netflix,Movie
NM466,After,2019,13+,53,71,17,4,0,Jenny Gage,Netflix,Movie
NM467,"As Above, So Below",2014,18+,62,71,21,1,6,John Erick Dowdle,Netflix,Movie
NM468,Bo Burnham: What.,2013,18+,84,71,56,0,0,Bo Burnham,Netflix,Movie
NM469,Stree,2018,all,76,71,38,10,19,Amar Kaushik,Netflix,Movie
NM470,Velvet Buzzsaw,2019,18+,57,71,30,1,2,Dan Gilroy,Netflix,Movie
NM471,Savages,2012,18+,65,71,29,0,7,Oliver Stone,Netflix,Movie
NM472,Jupiter Ascending,2015,13+,53,71,20,4,16,Lana Wachowski,Netflix,Movie
NM473,Spectral,2016,13+,63,71,34,0,0,Nic Mathieu,Netflix,Movie
NM474,Resident Evil: Afterlife,2010,18+,58,71,19,2,8,Paul W.S. Anderson,Netflix,Movie
NM475,Accepted,2006,13+,64,71,25,0,4,Steve Pink,Netflix,Movie
NM476,"Live Twice, Love Once",2019,18+,72,71,54,6,9,Maria Ripoll,Netflix,Movie
NM477,Iliza Shlesinger: Elder Millennial,2018,18+,72,71,36,0,0,Steve Paley,Netflix,Movie
NM478,Zindagi Na Milegi Dobara,2011,7+,82,71,43,32,22,Zoya Akhtar,Netflix,Movie
NM479,Free Fire,2017,18+,64,71,33,3,8,Ben Wheatley,Netflix,Movie
NM480,Soorma,2018,13+,74,71,58,0,1,Shaad Ali,Netflix,Movie
NM481,The Zookeeper'S Wife,2017,13+,70,71,32,2,3,Niki Caro,Netflix,Movie
NM482,Time Share,2018,18+,60,71,68,4,13,Sebastián Hofmann,Netflix,Movie
NM483,The Outpost,2019,18+,68,71,35,1,5,,Netflix,Movie
NM484,Kabir Singh,2019,all,71,71,23,12,36,Sandeep Reddy Vanga,Netflix,Movie
NM485,Homecoming: A Film By Beyoncé,2019,13+,75,71,62,5,12,Beyoncé,Netflix,Movie
NM486,Jerry Seinfeld: 23 Hours To Kill,2020,7+,67,71,62,0,2,Joe DeMaio,Netflix,Movie
NM487,Ip Man 4: The Finale,2019,16+,70,71,36,12,10,Wilson Yip,Netflix,Movie
NM488,The Laundromat,2019,18+,63,71,27,0,7,Steven Soderbergh,Netflix,Movie
NM489,The 12Th Man,2017,all,74,71,36,0,0,Harald Zwart,Netflix,Movie
NM490,Bad Trip,2020,18+,66,71,34,0,0,Kitao Sakurai,Netflix,Movie
NM491,Mr. Peabody & Sherman,2014,7+,68,71,35,2,16,Rob Minkoff,Netflix,Movie
NM492,Ip Man 3,2015,13+,71,71,32,5,21,Wilson Yip,Netflix,Movie
NM493,Rang De Basanti,2006,13+,81,71,41,37,30,Rakeysh Omprakash Mehra,Netflix,Movie
NM494,The Midnight Sky,2020,13+,56,71,28,1,32,George Clooney,Netflix,Movie
NM495,Mr. Right,2016,18+,64,71,26,0,2,Paco Cabezas,Netflix,Movie
NM496,White Christmas,1954,all,76,71,35,0,0,Michael Curtiz,Netflix,Movie
NM497,Synchronic,2020,18+,62,71,40,5,8,Justin Benson,Netflix,Movie
NM498,Adrift,2018,13+,66,70,32,0,6,Baltasar Kormákur,Netflix,Movie
NM499,The Game Changers,2019,all,79,70,89,3,4,Louie Psihoyos,Netflix,Movie
NM500,Michelle Wolf: Joke Show,2019,all,72,70,80,0,0,Lance Bangs,Netflix,Movie
NM501,Da 5 Bloods,2020,18+,65,70,37,28,108,Spike Lee,Netflix,Movie
NM502,The American,2010,18+,63,70,32,0,4,Anton Corbijn,Netflix,Movie
NM503,The Best Of Enemies,2019,13+,72,70,30,0,4,Robin Bissell,Netflix,Movie
NM504,Forgotten,2017,18+,75,70,37,0,0,Hang-jun Jang,Netflix,Movie
NM505,I Don'T Feel At Home In This World Anymore,2017,18+,69,70,39,3,3,Macon Blair,Netflix,Movie
NM506,Lupin The Third: The Castle Of Cagliostro,1979,7+,76,70,37,0,0,Hayao Miyazaki,Netflix,Movie
NM507,Never Back Down,2008,13+,66,70,21,1,0,Jeff Wadlow,Netflix,Movie
NM508,Fear Street: 1666,2021,18+,67,70,34,0,0,Leigh Janiak,Netflix,Movie
NM509,Zathura: A Space Adventure,2005,7+,62,70,34,2,3,Jon Favreau,Netflix,Movie
NM510,"Faith, Hope & Love",2019,7+,62,70,33,0,0,J.J. Englert,Netflix,Movie
NM511,2 States,2014,7+,69,70,35,0,0,Abhishek Varman,Netflix,Movie
NM512,Grass Is Greener,2019,all,72,70,87,0,0,Fab 5 Freddy,Netflix,Movie
NM513,May The Devil Take You,2018,18+,60,70,63,1,4,Timo Tjahjanto,Netflix,Movie
NM514,Double Jeopardy,1999,18+,65,70,22,1,3,Bruce Beresford,Netflix,Movie
NM515,Ava,2020,18+,54,70,23,0,0,Tate Taylor,Netflix,Movie
NM516,Barfi!,2012,all,81,70,42,58,28,Anurag Basu,Netflix,Movie
NM517,Barry,2016,all,58,70,45,0,0,,Netflix,Movie
NM518,Go!,2020,all,59,70,32,0,0,Doug Liman,Netflix,Movie
NM519,Everybody'S Fine,2009,13+,71,70,35,0,0,Kirk Jones,Netflix,Movie
NM520,Monty Python Live At The Hollywood Bowl,1982,18+,79,70,43,0,0,Terry Hughes,Netflix,Movie
NM521,Parker,2013,18+,62,70,24,0,1,Taylor Hackford,Netflix,Movie
NM522,The Karate Kid Part Ii,1986,7+,61,70,27,4,3,John G. Avildsen,Netflix,Movie
NM523,System Crasher,2019,all,78,70,45,31,24,Nora Fingscheidt,Netflix,Movie
NM524,Under Siege,1992,18+,65,70,34,0,0,Andrew Davis,Netflix,Movie
NM525,Brain On Fire,2017,13+,66,70,19,0,0,Gerard Barrett,Netflix,Movie
NM526,The Butterfly'S Dream,2013,13+,77,70,41,16,7,Ismail Ciydem,Netflix,Movie
NM527,The Wrong Missy,2020,18+,57,70,23,0,2,Tyler Spindel,Netflix,Movie
NM528,Battle: Los Angeles,2011,13+,57,70,32,0,0,Jonathan Liebesman,Netflix,Movie
NM529,Pari,2018,13+,66,70,50,0,6,Prosit Roy,Netflix,Movie
NM530,The Beguiled,2017,18+,63,70,36,5,29,Sofia Coppola,Netflix,Movie
NM531,Batman: The Killing Joke,2016,18+,64,70,26,1,2,Sam Liu,Netflix,Movie
NM532,Sex Drive,2008,18+,65,70,27,0,0,Sean Anders,Netflix,Movie
NM533,Mosul,2020,all,72,70,36,0,0,Matthew Michael Carnahan,Netflix,Movie
NM534,Pokemon The Movie: The Power Of Us,2018,all,63,70,33,0,0,Tetsuo Yajima,Netflix,Movie
NM535,Underdogs,2013,7+,65,70,32,2,9,Rawson Marshall Thurber,Netflix,Movie
NM536,The Little Rascals,1994,7+,63,70,33,0,0,Penelope Spheeris,Netflix,Movie
NM537,Fun With Dick And Jane,2005,13+,62,70,23,1,7,Dean Parisot,Netflix,Movie
NM538,Ballerina,2016,7+,68,70,35,0,0,Eric Summer,Netflix,Movie
NM539,Hasan Minhaj: Homecoming King,2017,18+,83,70,58,2,0,Christopher Storer,Netflix,Movie
NM540,An Easy Girl,2019,18+,56,70,64,0,3,Rebecca Zlotowski,Netflix,Movie
NM541,Highway,2014,13+,76,70,37,0,0,Imtiaz Ali,Netflix,Movie
NM542,The Book Of Henry,2017,13+,66,70,20,1,3,Colin Trevorrow,Netflix,Movie
NM543,Reversing Roe,2018,all,75,70,83,0,0,Ricki Stern,Netflix,Movie
NM544,The Clovehitch Killer,2018,13+,66,70,34,0,0,Duncan Skiles,Netflix,Movie
NM545,There'S Something In The Water,2019,all,67,70,81,0,2,Ian Daniel,Netflix,Movie
NM546,Stuart Little,1999,7+,59,70,31,7,14,Rob Minkoff,Netflix,Movie
NM547,Barakah Meets Barakah,2016,all,63,70,73,1,6,Mahmoud Sabbagh,Netflix,Movie
NM548,Starsky & Hutch,2004,13+,61,70,33,0,0,,Netflix,Movie
NM549,Loving,2016,13+,70,70,35,0,0,Esteban Crespo,Netflix,Movie
NM550,Haider,2014,13+,81,70,42,28,27,Vishal Bhardwaj,Netflix,Movie
NM551,The Twilight Saga: Eclipse,2010,13+,50,70,26,22,34,David Slade,Netflix,Movie
NM552,Triple 9,2016,18+,63,70,33,0,0,John Hillcoat,Netflix,Movie
NM553,Spanglish,2004,13+,64,70,28,5,15,James L. Brooks,Netflix,Movie
NM554,The Spiderwick Chronicles,2008,7+,65,70,35,2,8,Mark Waters,Netflix,Movie
NM555,Kahaani,2012,16+,81,69,42,23,18,Sujoy Ghosh,Netflix,Movie
NM556,Lady J,2018,16+,69,69,75,1,14,Emmanuel Mouret,Netflix,Movie
NM557,The Interpreter,2005,13+,64,69,30,3,2,Sydney Pollack,Netflix,Movie
NM558,"Frankenstein'S Monster'S Monster, Frankenstein",2019,16+,59,69,32,0,0,Daniel Gray Longino,Netflix,Movie
NM559,Not Another Teen Movie,2001,16+,57,69,20,0,5,Joel Gallen,Netflix,Movie
NM560,The Cloverfield Paradox,2018,13+,55,69,19,0,1,Julius Onah,Netflix,Movie
NM561,Disclosure,2020,18+,82,69,30,2,2,Barry Levinson,Netflix,Movie
NM562,Hot Girls Wanted,2015,all,61,69,36,0,2,Jill Bauer,Netflix,Movie
NM563,Dead Man Down,2013,18+,65,69,24,0,0,Niels Arden Oplev,Netflix,Movie
NM564,Fear Street: 1994,2021,all,62,69,33,0,0,Leigh Janiak,Netflix,Movie
NM565,Kill The Irishman,2011,18+,71,69,30,0,1,Jonathan Hensleigh,Netflix,Movie
NM566,Set It Up,2018,16+,65,69,36,0,0,Claire Scanlon,Netflix,Movie
NM567,Case 39,2009,18+,62,69,18,0,3,Christian Alvart,Netflix,Movie
NM568,Outside The Wire,2021,18+,54,69,25,0,0,Mikael Håfström,Netflix,Movie
NM569,Steal A Pencil For Me,2007,all,75,69,88,0,0,Michèle Ohayon,Netflix,Movie
NM570,Project Power,2020,18+,60,69,28,0,5,Henry Joost,Netflix,Movie
NM571,High Strung Free Dance,2018,7+,69,69,70,0,0,Michael Damian,Netflix,Movie
NM572,The Twilight Saga: Breaking Dawn - Part 1,2011,13+,49,69,20,11,22,Bill Condon,Netflix,Movie
NM573,Marc Maron: Too Real,2017,all,72,69,80,0,0,Lynn Shelton,Netflix,Movie
NM574,The Polka King,2017,all,59,69,36,1,0,Maya Forbes,Netflix,Movie
NM575,6 Balloons,2018,18+,59,69,67,0,1,Marja-Lewis Ryan,Netflix,Movie
NM576,Amanda Knox,2016,18+,69,69,38,0,8,Rod Blackhurst,Netflix,Movie
NM577,At Eternity'S Gate,2018,13+,69,69,36,3,16,Julian Schnabel,Netflix,Movie
NM578,Anon,2018,18+,61,69,25,0,0,Andrew Niccol,Netflix,Movie
NM579,3 Days To Kill,2014,13+,62,69,22,0,0,McG,Netflix,Movie
NM580,To The Bone,2017,18+,68,69,34,0,2,Marti Noxon,Netflix,Movie
NM581,Trollhunters: Rise Of The Titans,2021,7+,70,69,35,0,0,Johane Matte,Netflix,Movie
NM582,Mowgli: Legend Of The Jungle,2018,13+,65,69,28,0,7,Andy Serkis,Netflix,Movie
NM583,Mother'S Day,2016,13+,57,69,14,1,6,Garry Marshall,Netflix,Movie
NM584,Mortal Kombat,1995,13+,58,69,32,0,0,Simon McQuoid,Netflix,Movie
